Accession,Isolate_ID,Originating_lab,Submitting_lab,Subtype
EPI759444 | 3000477665_288216_v1_4,EPIISL221619,University of the West Indies,Centers for Disease Control and Prevention,H1N1pdm09
EPI759383 | 3000477908_289286_v1_4,EPIISL221611,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI759264 | 3025626762_ZZYPOAS8_v1_4,EPIISL221596,Arkansas Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI759132 | MS-a-spain-9333-2016h1J,EPIISL221534,Universidad de Valladolid,Crick Worldwide Influenza Centre,H1N1pdm09
EPI759130 | MS-a-spain-9134-2016h1J,EPIISL221533,Universidad de Valladolid,Crick Worldwide Influenza Centre,H1N1pdm09
EPI759122 | MS-a-spain-12113-2016h1F,EPIISL221529,Universidad de Valladolid,Crick Worldwide Influenza Centre,H1N1pdm09
EPI759120 | MS-a-spain-12112-2016h1F,EPIISL221528,Universidad de Valladolid,Crick Worldwide Influenza Centre,H1N1pdm09
EPI759118 | MS-a-spain-11878-2016h1F,EPIISL221527,Universidad de Valladolid,Crick Worldwide Influenza Centre,H1N1pdm09
EPI759057 | MS-a-spain-12109-2016h1F,EPIISL221496,Universidad de Valladolid,Crick Worldwide Influenza Centre,H1N1pdm09
EPI759053 | NIPH2016-2404.4,EPIISL221493,"Mikrobiologisk laboratorium, Sykehuset i Vestfold",Norwegian Institute of Public Health,H1N1pdm09
EPI759048 | NIPH2016-2036.4,EPIISL221488,"Innlandet Hospital Trust, Division Lillehammer, Department for Microbiology",Norwegian Institute of Public Health,H1N1pdm09
EPI759038 | NIPH2016-1476.4,EPIISL221478,,Norwegian Institute of Public Health,H1N1pdm09
EPI759014 | NIPH2016-541.4,EPIISL221454,,Norwegian Institute of Public Health,H1N1pdm09
EPI758495 | 3025626642_ZZYPOA65_v1_4,EPIISL221273,New York City Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI758488 | 3025626639_ZZYPOA5W_v1_4,EPIISL221272,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,H1N1pdm09
EPI758480 | 3025626638_ZZYPOA5V_v1_4,EPIISL221271,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,H1N1pdm09
EPI758456 | 3025626606_ZZYPOA4N_v1_4,EPIISL221268,University of Michigan SPH EPID,Centers for Disease Control and Prevention,H1N1pdm09
EPI758440 | 3025626588_ZZYPO9SO_v1_4,EPIISL221266,Kansas Department of Health and Environment,Centers for Disease Control and Prevention,H1N1pdm09
EPI758432 | 3025626587_ZZYPO9SH_v1_4,EPIISL221265,Kansas Department of Health and Environment,Centers for Disease Control and Prevention,H1N1pdm09
EPI758392 | 3025626561_ZZYPO9IO_v1_4,EPIISL221260,Nevada State Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI758384 | 3025626556_ZZYPO9IJ_v1_4,EPIISL221259,Nevada State Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI758376 | 3025626552_ZZYPO9I7_v1_4,EPIISL221258,Arkansas Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI758344 | 3025626525_ZZYPO9I1_v1_4,EPIISL221254,Illinois Department of Public Health-Chicago,Centers for Disease Control and Prevention,H1N1pdm09
EPI758280 | 3025626513_ZZYPO9HN_v1_4,EPIISL221246,Illinois Department of Public Health-Chicago,Centers for Disease Control and Prevention,H1N1pdm09
EPI758224 | 3025626505_ZZYPO9HE_v1_4,EPIISL221239,Illinois Department of Public Health-Chicago,Centers for Disease Control and Prevention,H1N1pdm09
EPI758168 | 3025626472_ZZYPO9E2_v1_4,EPIISL221232,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI758104 | 3025626432_ZZYPO99W_v1_4,EPIISL221224,North Dakota Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI758096 | 3025626419_ZZYPO97R_v1_4,EPIISL221223,Colorado Department of Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI758040 | 3025626376_ZZYPO90N_v1_4,EPIISL221216,UPMC-CLB Dept of Microbiology,Centers for Disease Control and Prevention,H1N1pdm09
EPI758016 | 3025626359_ZZYPO8K0_v1_4,EPIISL221213,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,H1N1pdm09
EPI758008 | 3025626357_ZZYPO8JV_v1_4,EPIISL221212,Minnesota Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI757928 | 3025626308_ZZYPO8HC_v1_4,EPIISL221202,Utah Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI757888 | 3025626292_ZZYPO8GC_v1_4,EPIISL221197,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI757872 | 3025626279_ZZYPO8FZ_v1_4,EPIISL221195,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI757864 | 3025626277_ZZYPO8GD_v1_4,EPIISL221194,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,H1N1pdm09
EPI757824 | 3025626237_ZZYPO8BB_v1_4,EPIISL221189,South Carolina Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI757816 | 3025626222_ZZYPO8A6_v1_4,EPIISL221188,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI757800 | 3025626220_ZZYPO8A2_v1_4,EPIISL221186,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI757784 | 3025626205_ZZYPO86Q_v1_4,EPIISL221184,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI757768 | 3025626194_ZZYPO869_v1_4,EPIISL221182,Kentucky Division of Laboratory Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757760 | 3025626192_ZZYPO868_v1_4,EPIISL221181,Kentucky Division of Laboratory Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757752 | 3025626186_ZZYPO85U_v1_4,EPIISL221180,Delaware Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI757744 | 3025626185_ZZYPO85T_v1_4,EPIISL221179,Delaware Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI757712 | 3025626161_ZZYPO7PR_v1_4,EPIISL221175,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757633 | 3025626119_ZZYPO7NK_v1_4,EPIISL221165,New York State Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI757593 | 3025626105_ZZYPO7HV_v1_4,EPIISL221160,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H1N1pdm09
EPI757569 | 3025626102_ZZYPO7HR_v1_4,EPIISL221157,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H1N1pdm09
EPI757545 | 3025626098_ZZYPO7HL_v1_4,EPIISL221154,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H1N1pdm09
EPI757513 | 3025626087_ZZYPO7H2_v1_4,EPIISL221150,Arizona Department of Health Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757449 | 3025626058_ZZYPO7CY_v1_4,EPIISL221142,Colorado Department of Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI757385 | 3025626037_289757_v1_4,EPIISL221134,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI757377 | 3025626036_289758_v1_4,EPIISL221133,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI757361 | 3025626021_ZZYPO6PP_v1_4,EPIISL221131,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,H1N1pdm09
EPI757329 | 3025626007_ZZYPO6OS_v1_4,EPIISL221127,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI757297 | 3025625965_ZZYPO6LV_v1_4,EPIISL221123,New Mexico Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI757241 | 3025625948_ZZYPO6L2_v1_4,EPIISL221116,California Department of Health Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757233 | 3025625947_ZZYPO6L1_v1_4,EPIISL221115,California Department of Health Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757185 | 3025625914_290487_v1_4,EPIISL221109,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI757161 | 3025625863_ZZYPO6FL_v1_4,EPIISL221106,California Department of Health Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI757137 | 3025625849_ZZYPO6FF_v1_4,EPIISL221103,Delaware Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI757057 | 3025625806_ZZYPO68P_v1_4,EPIISL221093,Rhode Island Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI756993 | 3025625738_ZZYPO5N3_v1_4,EPIISL221085,UPMC-CLB Dept of Microbiology,Centers for Disease Control and Prevention,H1N1pdm09
EPI756922 | 3025625686_ZZYPO5H6_v1_4,EPIISL221076,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI756877 | 3025625622_ZZYPO52W_v1_4,EPIISL221070,Arizona Department of Health Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI756862 | 3025625610_ZZYPO4S2_v1_4,EPIISL221068,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,H1N1pdm09
EPI756811 | 3025625293_287618_v1_4,EPIISL221061,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI756788 | 3025625239_287581_v1_4,EPIISL221058,Colorado Department of Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI756757 | 3000477984_289974_v1_4,EPIISL221054,State of Hawaii Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI756733 | 3000477927_289433_v1_4,EPIISL221051,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI756689 | 3000477733_288301_v1_4,EPIISL221045,Laboratorio de Virus Respiratorio,Centers for Disease Control and Prevention,H1N1pdm09
EPI756656 | 3000477691_288428_v1_4,EPIISL221040,Texas Childrens Hospital,Centers for Disease Control and Prevention,H1N1pdm09
EPI756648 | 3000477689_288426_v1_4,EPIISL221039,Texas Childrens Hospital,Centers for Disease Control and Prevention,H1N1pdm09
EPI756600 | 3000477673_288443_v1_4,EPIISL221033,Texas Childrens Hospital,Centers for Disease Control and Prevention,H1N1pdm09
EPI756568 | 3000477527_288980_v1_4,EPIISL221029,"University of Virginia, Medical Labs/Microbiology",Centers for Disease Control and Prevention,H1N1pdm09
EPI756536 | 3000477454_288339_v1_4,EPIISL221025,Arkansas Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI756401 | 3000477373_285682_v1_4,EPIISL221006,"Ethiopian Public Health Institute, National Influenza Laboratory",Centers for Disease Control and Prevention,H1N1pdm09
EPI756393 | 3000417049_285427_v1_4,EPIISL221005,South Dakota Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI756316 | 3000416427_287205_v1_4,EPIISL220994,"University of Virginia, Medical Labs/Microbiology",Centers for Disease Control and Prevention,H1N1pdm09
EPI756309 | 3000416389_286562_v1_4,EPIISL220993,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI756301 | 3000416388_286568_v1_4,EPIISL220992,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI756273 | 3000416320_285786_v1_4,EPIISL220988,Russian Academy of Medical Sciences,Centers for Disease Control and Prevention,H1N1pdm09
EPI756257 | 3000416318_285770_v1_4,EPIISL220986,Russian Academy of Medical Sciences,Centers for Disease Control and Prevention,H1N1pdm09
EPI756252 | 3000416317_285784_v1_4,EPIISL220985,Russian Academy of Medical Sciences,Centers for Disease Control and Prevention,H1N1pdm09
EPI756229 | 3000416241_285254_v1_4,EPIISL220981,New York City Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI755990 | A/KANAGAWA/ZC10/2016_MDCK0+2_HA,EPIISL220934,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI755984 | A/KANAGAWA/AC15/2016_MDCK0+1_HA,EPIISL220931,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI755982 | A/KANAGAWA/AC14/2016_MDCK0+1_HA,EPIISL220930,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI755815 | A/AOMORI/5/2016_MDCK1+1_HA,EPIISL220915,Aomori Prefectural Institute of Public Health and Environment,National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI755813 | A/TOKYO/EH7/2016_MDCK0+1_HA,EPIISL220914,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI749090 | a-latvia-01-074070-2016h1J,EPIISL219723,"State Agency, Infectology Center of Latvia",Crick Worldwide Influenza Centre,H1N1pdm09
EPI749088 | a-latvia-01-069507-2016h1J,EPIISL219722,"State Agency, Infectology Center of Latvia",Crick Worldwide Influenza Centre,H1N1pdm09
EPI749086 | a-latvia-01-049333-2016h1J,EPIISL219721,"State Agency, Infectology Center of Latvia",Crick Worldwide Influenza Centre,H1N1pdm09
EPI749082 | a-latvia-01-006305-2016h1J,EPIISL219719,"State Agency, Infectology Center of Latvia",Crick Worldwide Influenza Centre,H1N1pdm09
EPI749000 | MS-a-moldova-34_02-2016h1J,EPIISL219679,National Centre for Preventive Medicine,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748998 | MS-a-moldova-32_02-2016h1J,EPIISL219678,National Centre for Preventive Medicine,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748996 | MS-a-moldova-26_02-2016h1J,EPIISL219677,National Centre for Preventive Medicine,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748992 | MS-a-mersin-58-2016h1J,EPIISL219675,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748980 | MS-a-latvia-02-072980-2016h1F,EPIISL219669,"State Agency, Infectology Center of Latvia",Crick Worldwide Influenza Centre,H1N1pdm09
EPI748868 | MS-a-catalonia-8687ns-2016h1F,EPIISL219613,"Barcelona, Facultad de Medicina",Crick Worldwide Influenza Centre,H1N1pdm09
EPI748856 | MS-a-catalonia-8590s-2016h1J,EPIISL219607,"Barcelona, Facultad de Medicina",Crick Worldwide Influenza Centre,H1N1pdm09
EPI748852 | MS-a-cat-163529493ns-2016h1F,EPIISL219605,"Barcelona, Facultad de Medicina",Crick Worldwide Influenza Centre,H1N1pdm09
EPI748822 | MS-a-bitlis-14-2016h1J,EPIISL219590,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748814 | MS-a-athens-82-2016h1J,EPIISL219586,Hellenic Pasteur Institute,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748812 | MS-a-athens-76-2016h1J,EPIISL219585,Hellenic Pasteur Institute,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748798 | MS-a-athens-141-2016h1J,EPIISL219578,Hellenic Pasteur Institute,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748792 | MS-a-armenia-816-2016h1J,EPIISL219575,Centre for Diseases Control and Prevention,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748750 | MS-a-adana-8-2016h1J,EPIISL219554,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748746 | MS-a-adana-30-2016h1J,EPIISL219552,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748744 | MS-a-adana-29-2016h1J,EPIISL219551,Refik Saydam National Public Health Agency,Crick Worldwide Influenza Centre,H1N1pdm09
EPI748389 | A/Saint-Petersburg/50/2016,EPIISL219363,,State Research Center of Virology and Biotechnology Vector,H1N1pdm09
EPI748343 | A/Franche_Comte/2035/2016_HA,EPIISL219338,,Institut Pasteur,H1N1pdm09
EPI748335 | A/Nord_Pas_de_Calais/1944/2016_HA,EPIISL219337,,Institut Pasteur,H1N1pdm09
EPI748311 | A/Nord_Pas_de_Calais/1933/2016_HA,EPIISL219334,,Institut Pasteur,H1N1pdm09
EPI748295 | A/Paris/1897/2016_HA,EPIISL219332,,Institut Pasteur,H1N1pdm09
EPI748287 | A/Alsace/1889/2016_HA,EPIISL219331,,Institut Pasteur,H1N1pdm09
EPI746636 | A/Guadeloupe/1616/2016_HA,EPIISL219081,,Institut Pasteur,H1N1pdm09
EPI746328 | A/Dijon/1841/2016_HA,EPIISL218996,,Institut Pasteur,H1N1pdm09
EPI746296 | A/Nord_Pas_de_Calais/1699/2016_HA,EPIISL218992,,Institut Pasteur,H1N1pdm09
EPI746288 | A/Paris/1582/2016_HA,EPIISL218991,,Institut Pasteur,H1N1pdm09
EPI746280 | A/Paris/1527/2016_HA,EPIISL218990,,Institut Pasteur,H1N1pdm09
EPI746264 | A/Dijon/699/2016_HA,EPIISL218988,,Institut Pasteur,H1N1pdm09
EPI746256 | A/Dijon/697/2016_HA,EPIISL218987,,Institut Pasteur,H1N1pdm09
EPI746240 | A/Paris/1884/2016_HA,EPIISL218985,,Institut Pasteur,H1N1pdm09
EPI746160 | A/Picardie/1622/2016_HA,EPIISL218975,,Institut Pasteur,H1N1pdm09
EPI746144 | A/Paris/1543/2016_HA,EPIISL218973,,Institut Pasteur,H1N1pdm09
EPI746080 | A/Guyane/1050/2016_HA,EPIISL218965,,Institut Pasteur,H1N1pdm09
EPI745959 | A/TOKYO/15806/2016_MDCK1_HA,EPIISL218901,Tokyo Metropolitan Institute of Public Health,National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI745943 | A/KITAKYUSYU/4/2016_MDCK2+1_HA,EPIISL218893,Kitakyusyu City Institute of Enviromental Sciences,National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI745937 | A/KUMAMOTO/1/2016_MDCK2+1_HA,EPIISL218890,Kumamoto Prefectural Institute of Public Health and Environmental Science,National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI745933 | A/HYOGO/1057/2016_MDCK1+1_HA,EPIISL218888,Hyogo Prefectural Institute of Public Health and Consumer Sciences,National Institute of Infectious Diseases (NIID),H1N1pdm09
EPI745789 | A/Centre/1129/2016_HA,EPIISL218753,,Institut Pasteur,H1N1pdm09
EPI745765 | A/Basse_Normandie/1388/2016_HA,EPIISL218750,,Institut Pasteur,H1N1pdm09
EPI745749 | A/Champagne_Ardenne/1340/2016_HA,EPIISL218748,,Institut Pasteur,H1N1pdm09
EPI745725 | A/Paris/1265/2016_HA,EPIISL218745,,Institut Pasteur,H1N1pdm09
EPI745693 | A/Basse_Normandie/1170/2016_HA,EPIISL218741,,Institut Pasteur,H1N1pdm09
EPI745677 | A/Centre/1081/2016_HA,EPIISL218739,,Institut Pasteur,H1N1pdm09
EPI745605 | A/Champagne_Ardenne/736/2016_HA,EPIISL218730,,Institut Pasteur,H1N1pdm09
EPI745574 | A/Centre/640/2016_HA,EPIISL218726,,Institut Pasteur,H1N1pdm09
EPI745566 | A/Paris/628/2016_HA,EPIISL218725,,Institut Pasteur,H1N1pdm09
EPI743960 | HA_16HES8_T2016-16 O,EPIISL218493,,Robert-Koch-Institute,H1N1pdm09
EPI743957 | HA_16NSA8_T1836-16 O_D,EPIISL218490,,Robert-Koch-Institute,H1N1pdm09
EPI742372 | 3000416834_284388_v1_4,EPIISL218178,Government Virus Unit,Centers for Disease Control and Prevention,H1N1pdm09
EPI742300 | 3000416429_288324_v1_4,EPIISL218169,"University of Virginia, Medical Labs/Microbiology",Centers for Disease Control and Prevention,H1N1pdm09
EPI742284 | 3000416393_287374_v1_4,EPIISL218167,Minnesota Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI742260 | 3000416327_286912_v1_4,EPIISL218164,Oklahoma State Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI742252 | 3000416324_287187_v1_4,EPIISL218163,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI742236 | 3000416315_285782_v1_4,EPIISL218161,Russian Academy of Medical Sciences,Centers for Disease Control and Prevention,H1N1pdm09
EPI741966 | 3025625648_ZZYPO5FF_v1_4,EPIISL218127,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI741958 | 3025625644_288862_v1_4,EPIISL218126,Nebraska Public Health Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI741950 | 3025625638_288856_v1_4,EPIISL218125,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,H1N1pdm09
EPI741918 | 3025625552_ZZYPO4PG_v1_4,EPIISL218121,New Mexico Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI741902 | 3025625545_ZZYPO4P2_v1_4,EPIISL218119,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H1N1pdm09
EPI741886 | 3025625542_ZZYPO4OZ_v1_4,EPIISL218117,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,H1N1pdm09
